Id,Size,HistoricalPrice,CurrentPrice
1247,4701,100799,558739
1248,3780,417803,182326
1249,4302,107025,524770
1250,2588,114481,323277
1251,4878,387555,543341
1252,3368,327966,478879
1253,3960,205928,516540
1254,4304,223014,166375
1255,2693,151690,283783
1256,1436,152870,575653
1257,3828,267207,571238
1258,2556,186928,421326
1259,4474,309870,243177
1260,2076,170765,245066
1261,4858,385916,536545
1262,4384,492561,500292
1263,2304,380943,584166
1264,3773,474195,515950
1265,3078,229941,293992
1266,3384,123555,172144
1267,1182,454296,270270
1268,4094,489363,365490
1269,3591,497477,283637
1270,2469,481977,238909
1271,4145,431146,597158
1272,4081,408697,351632
1273,4555,365232,567907
1274,2479,145783,280661
1275,2589,101115,445943
1276,2587,299198,184510
1277,1659,172908,237919
1278,1159,169109,263043
1279,4953,365122,358438
1280,4085,471087,572191
1281,4249,109422,465386
1282,3459,274698,196546
1283,4949,189233,304339
1284,2011,418318,482083
1285,1052,137743,533409
1286,3455,301533,417041
1287,3894,492432,281235
1288,2045,229000,382686
1289,2053,484922,464684
1290,3750,129430,394367
1291,3307,128834,442174
1292,2228,124435,205313
1293,4130,187212,540214
1294,2494,155797,179870
1295,3823,154555,528709
1296,2489,185350,274703
1297,2035,114716,572698
1298,4702,160261,574274
1299,2950,364139,469399
1300,4361,122414,504551
1301,1849,244916,267952
1302,4831,267731,593716
1303,1353,115522,410401
1304,4710,491776,569595
1305,2098,436178,521540
1306,3920,404466,435818
1307,2739,429782,405545
1308,4632,463478,287662
1309,4662,239596,574648
1310,2464,130846,452570
1311,1990,435787,199584
1312,2264,214930,368735
1313,4065,386543,319087
1314,2884,306232,223251
1315,4225,323734,219353
1316,2809,319739,507173
1317,4167,223182,232990
1318,4797,148591,416744
1319,3341,251786,305762
1320,3256,398021,258286
1321,4414,184106,445906
1322,2111,178018,531150
1323,1817,461998,318571
1324,2799,264486,550886
1325,2960,220832,367759
1326,3437,186576,167341
1327,3372,310015,245140
1328,3987,354664,496218
1329,1888,276540,167015
1330,2855,310774,522324
1331,2180,303180,274581
1332,1667,192508,336269
1333,4722,408979,199849
1334,1632,294405,526863
1335,3624,142464,165852
1336,2642,474598,205361
1337,4730,253995,523938
1338,1136,216062,302330
1339,2946,429589,212355
1340,2697,472598,584724
1341,1427,484050,536917
1342,2475,198384,177410
1343,3659,298691,411046
1344,4921,277218,553111
1345,3958,422176,353014
1346,1818,475665,183924
1347,3188,478522,524766
1348,2106,117140,387911
1349,3224,364814,482975
1350,1197,398663,555480
1351,3671,144512,440182
1352,4639,203565,385530
1353,2995,245763,529080
1354,3738,467300,421280
1355,4492,265334,425357
1356,3448,285964,358680
1357,4769,125595,258546
1358,1470,288279,177431
1359,3265,346661,192290
1360,2948,264512,508959
1361,1928,370774,280374
1362,4899,360300,192747
1363,3010,339644,225974
1364,4800,329820,491907
1365,3679,469605,350280
1366,3998,308590,279132
1367,1905,174191,485138
1368,3222,200591,365147
1369,1022,163753,481159
1370,4796,160520,295959
1371,4988,366152,150051
1372,1234,469552,479839
1373,4084,362640,366643
1374,2124,461911,403116
1375,1928,385356,440635
1376,4607,382781,428224
1377,4947,407371,184880
1378,1522,481897,341037
1379,2808,220118,523200
1380,4523,314418,197361
1381,1430,372028,499829
1382,1792,216481,493019
1383,2629,168259,244841
1384,2736,149810,347962
1385,1532,229926,559809
1386,4923,104761,559383
1387,4026,358414,500235
1388,2746,116375,183005
1389,2675,338117,387903
1390,2316,261637,410158
1391,3857,202654,215471
1392,1912,395119,276718
1393,2124,258145,256379
1394,2525,300798,462872
1395,2327,232955,289763
1396,3918,280701,159756
1397,3587,295242,273670
1398,2023,174489,448452
1399,2576,108381,214079
1400,2378,244867,215524
1401,4374,162999,159327
1402,2519,412051,571736
1403,2681,432611,324380
1404,4839,404767,255561
1405,2997,269564,506580
1406,1226,472868,166533
1407,2259,251606,247417
1408,1872,465213,505462
1409,1891,119996,325560
1410,2478,303161,348232
1411,2036,205682,190429
1412,3257,445753,594942
1413,3788,260477,498492
1414,1396,463634,485209
1415,2123,357972,563869
1416,3078,171325,505540
1417,3945,128930,163654
1418,4599,476570,545324
1419,1648,117529,481627
1420,1328,153546,157899
1421,4237,370086,294444
1422,2482,369692,580898
1423,4893,477392,508053
1424,1951,282088,517115
1425,3005,197780,241724
1426,3016,362440,579799
1427,4171,167945,179295
1428,3668,159980,492709
1429,2878,418926,199574
1430,2196,265301,513211
1431,2772,196382,346006
1432,1161,153444,180066
1433,4976,397180,364221
1434,2751,360186,366168
1435,1775,401466,290017
1436,4334,258239,179418
1437,2827,413811,232607
1438,3321,194527,199874
1439,4074,183337,524302
1440,2051,413612,560346
1441,3373,172894,498401
1442,1939,163138,280538
1443,4220,384732,363699
1444,1539,425045,362465
1445,3535,183038,584610
1446,1821,238709,199635
1447,2461,493876,407470
1448,2088,469355,525167
1449,1355,369066,511981
1450,4604,193697,363161
1451,4323,275793,429548
1452,1234,352097,222629
1453,3274,479361,163156
1454,2548,431650,598834
1455,4384,300015,199999
1456,3096,224338,557001
1457,1117,127843,329431
1458,3101,240118,426838
1459,2673,465208,579330
1460,3612,327997,481693
1461,2067,226417,338302
1462,4886,216585,182799
1463,3100,130346,502432
1464,4657,319356,292228
1465,1557,485296,553520
1466,4596,473913,452789
1467,4748,202391,320010
1468,4173,435287,489758
1469,2815,398931,372686
1470,4841,395727,283387
1471,3005,243635,378339
1472,4920,277132,510513
1473,3915,360609,162420
1474,1397,221943,430456
1475,4209,345534,433539
1476,1674,264762,452445
1477,4992,473377,401985
1478,1386,325784,196972
1479,3158,114925,213294
1480,3661,317859,230853
1481,3064,183184,270135
1482,4851,176515,591441
1483,4253,299330,232504
1484,1883,236427,434998
1485,4607,408213,271373
1486,1540,325407,482924
1487,1170,200854,574145
1488,3456,416615,518602
1489,1739,394849,469247
1490,2401,274981,475764
1491,4259,319678,501734
1492,3905,228501,496268
1493,3277,216361,456734
1494,4904,284811,512340
1495,4923,307892,222554
1496,1118,187273,553837
1497,4227,385385,267781
1498,3831,150818,150973
1499,4758,251967,399784
1500,3512,454451,390210
1501,3151,293481,470930
1502,4675,429064,254919
1503,3745,218642,187097
1504,2995,427597,271403
1505,4866,384833,446389
1506,4573,295428,346283
1507,4764,324083,204841
1508,2705,392988,175346
1509,2722,195687,255633
1510,3222,385509,221980
1511,4805,237098,240417
1512,3792,460447,592369
1513,2697,390667,489086
1514,2444,241554,517291
1515,4205,212105,503119
1516,4462,411032,418116
1517,2759,213884,460207
1518,2524,206968,280017
1519,1664,412254,469199
1520,1032,321716,384481
1521,3102,493709,292003
1522,3566,182001,288774
1523,3803,139767,234834
1524,4896,129550,564756
1525,4709,244905,469594
1526,3059,234042,378648
1527,2551,198315,215252
1528,1719,195494,196904
1529,3602,227424,202320
1530,3420,475999,443144
1531,1483,182681,245341
1532,1972,463633,408596
1533,4718,280249,414743
1534,4299,492690,499780
1535,3670,352411,377117
1536,1306,292573,365791
1537,1456,128900,337237
1538,3207,114126,339927
1539,1330,211198,384849
1540,3823,301762,150018
1541,1224,318816,281930
1542,4030,441447,569208
1543,3776,316651,575796
1544,4575,429205,483060
1545,2479,116978,316872
1546,4116,156344,531337
1547,4285,408792,208770
1548,2082,363199,598157
1549,1643,175582,365523
1550,1615,332459,386847
1551,1194,181214,449631
1552,4996,323232,294015
1553,1488,470098,252342
1554,3204,138725,211457
1555,3657,498471,430980
1556,2249,415524,513294
1557,3459,345720,423538
1558,4276,153333,484302
1559,2102,404603,536804
1560,2147,478662,260599
1561,3518,361910,437424
1562,2241,398307,274221
1563,1515,265043,399222
1564,2625,296221,227318
1565,2127,446874,544375
1566,1392,381620,482306
1567,1630,430724,566656
1568,4716,351831,464856
1569,2847,467720,410784
1570,3655,448737,521722
1571,1979,300122,328728
1572,1433,306598,287661
1573,4402,471215,460385
1574,4214,214832,405667
1575,4871,243190,173233
1576,3587,281601,316083
1577,1277,168682,420321
1578,1232,323009,315600
1579,2552,346553,264506
1580,2594,453857,384818
1581,2113,466204,211351
1582,4563,235486,504052
1583,4270,183030,201827
1584,3409,220360,566724
1585,4512,448117,598149
1586,1025,235009,230501
1587,4096,398875,218772
1588,2417,269737,165611
1589,3554,214360,303354
1590,4372,363894,453147
1591,4410,165018,362437
1592,3314,497243,400036
1593,1460,340904,292412
1594,4764,236817,508773
1595,3503,292803,498787
1596,4431,186984,486828
1597,2091,470127,520754
1598,2006,390595,532476
1599,3910,455887,233035
1600,4483,433618,430309
1601,2994,292608,259322
1602,1490,112150,561476
1603,4904,375550,204515
1604,2072,250853,371524
1605,4758,288489,259446
1606,3611,478191,180480
1607,4173,486115,333599
1608,1215,465301,209789
1609,4509,118325,332974
1610,2723,299756,182191
1611,2592,456559,209488
1612,3606,304541,356154
1613,1158,117669,317116
1614,3536,489529,330672
1615,1685,434154,499601
1616,4313,307836,329848
1617,3841,232915,514620
1618,2776,296681,556052
1619,4953,150812,224525
1620,3052,378203,464792
1621,4667,448413,163740
1622,2843,352862,507860
1623,3408,271840,294174
1624,3506,125395,361965
1625,3295,382346,594550
1626,2589,329707,541821
1627,2696,347181,263917
1628,3993,304120,573471
1629,3469,324839,251630
1630,2946,319882,175221
1631,4809,203235,213265
1632,3062,145510,150719
1633,3783,187945,364514
1634,4644,342802,566356
1635,2145,350168,598995
1636,3324,432793,282141
1637,2581,468867,204714
1638,3500,102881,223285
1639,4461,408057,425079
1640,4365,211860,531506
1641,4645,446929,194035
1642,3645,424601,538831
1643,3493,266415,508400
1644,3257,239728,571153
1645,4661,367885,430684
1646,3761,247733,223480
1647,3349,459235,460846
1648,2932,390834,228283
1649,4294,394977,357113
1650,2757,202566,392825
1651,3050,171240,580123
1652,1989,206898,296293
1653,2541,439855,466925
1654,2116,309304,157087
1655,3567,401167,434933
1656,4499,402353,599239
1657,1492,455734,576616
1658,4306,448756,283271
1659,1619,180522,328388
1660,4232,473798,499417
1661,4792,245512,595278
1662,4823,219107,265310
1663,3378,122462,297816
1664,3380,379965,336589
1665,3097,192889,248231
1666,2546,188952,329937
1667,1862,293596,358267
1668,2691,480210,163894
1669,4563,277505,572376
1670,2605,321576,465239
1671,4752,319393,179272
1672,3319,441508,204021
1673,1579,432221,371120
1674,2890,402788,183645
1675,2275,424787,524223
1676,3607,375455,171179
1677,3743,354084,160691
1678,2855,229466,279436
1679,4770,130531,410005
1680,4161,114588,362718
1681,3493,411560,381899
1682,4064,243452,457455
1683,2355,273717,507525
1684,2162,261929,320110
1685,1356,121711,437111
1686,2624,236169,178478
1687,3321,478492,598991
1688,4090,259465,452476
1689,3006,384220,550282
1690,3358,446418,451457
1691,1869,419753,217857
1692,1885,260389,195900
1693,3001,158480,371141
1694,3201,369188,276861
1695,2413,350309,191098
1696,2283,155486,158294
1697,1619,155162,343652
1698,1882,310359,319173
1699,1796,129882,306131
1700,4642,154078,508928
1701,3172,420878,452770
1702,4425,338680,170703
1703,2296,208730,515837
1704,1618,274898,397608
1705,2834,450129,340300
1706,1244,406172,284277
1707,3895,198938,578145
1708,3497,218319,576627
1709,1929,132543,361594
1710,2270,224279,161628
1711,1519,129362,253655
1712,4212,258818,351161
1713,3409,342721,418662
1714,1007,405059,319563
1715,3525,413514,289018
1716,4423,265229,150610
1717,3019,473519,446455
1718,1494,242394,276419
1719,2629,169812,412001
1720,3880,396161,380842
1721,4498,418936,454020
1722,2062,328208,385612
1723,3640,491342,393095
1724,1186,379773,462477
1725,4667,228614,332370
1726,4671,196950,496336
1727,3801,274942,191811
1728,2877,164829,220072
1729,3140,345602,265407
1730,1085,110588,400440
1731,4115,493658,192974
1732,1136,467424,300928
1733,3468,402865,588046
1734,3121,268217,231983
1735,4619,372743,457967
1736,2636,434738,511007
1737,4583,308502,403206
1738,4227,234011,512181
1739,4326,352856,366886
1740,3218,384293,217078
1741,2751,489760,519911
1742,3217,297639,217951
1743,2787,241280,521431
1744,1871,297170,293977
1745,3369,471178,433745
1746,4638,280564,253691
1747,3503,120951,368171
1748,1943,279992,322027
1749,2626,146766,353251
1750,3837,419158,198435
1751,3660,259423,567260
1752,4226,187122,423390
1753,3936,371452,414602
1754,1348,421396,339579
1755,4522,183211,156028
1756,4947,226534,384823
1757,2676,108720,269247
1758,2196,488348,464045
1759,1009,179993,381324
1760,3787,409257,287378
1761,4336,411070,518699
1762,2461,319973,439822
1763,4831,498608,502588
1764,4318,125905,424507
1765,1666,304580,295138
1766,3593,150385,213804
1767,2522,130653,264433
1768,3176,191865,198544
1769,4743,225813,510391
1770,1600,245871,150189
1771,3652,291175,423896
1772,1326,348535,401768
1773,4824,115052,157482
1774,4906,237116,428823
1775,1979,250943,406500
1776,3451,320375,535200
1777,1628,121381,150799
1778,2629,248346,271691
1779,4746,343234,553150
1780,4682,356017,469702
1781,4696,445252,471367
1782,4430,335020,365692
1783,4674,149892,453700
1784,4929,281593,553125
1785,3765,453645,241467
1786,4088,314992,522863
1787,1273,445535,241404
1788,1684,380064,193558
1789,1115,378846,360454
1790,1860,356216,368865
1791,3003,364038,571229
1792,1692,393129,253018
1793,4162,259359,303947
1794,2105,358771,371325
1795,3371,225702,161408
1796,4008,173527,185607
1797,3161,246511,211684
1798,2792,490820,579497
1799,4129,325692,439470
1800,1153,404379,163601
1801,2900,258731,274594
1802,2427,387120,413279
1803,4699,335311,303813
1804,4926,444787,161913
1805,2289,298937,160101
1806,1314,469775,299703
1807,4786,299378,353156
1808,2064,156697,252820
1809,1104,170382,580086
1810,2924,378795,330057
1811,2913,280116,570431
1812,2216,114633,410381
1813,2424,179164,212110
1814,4349,362713,383887
1815,3401,429653,169215
1816,4063,223425,372190
1817,2772,463270,295096
1818,2960,350220,226949
1819,3780,489666,493999
1820,2603,395182,326555
1821,1708,280160,518423
1822,4327,304249,378644
1823,1650,305538,359229
1824,3871,297865,553727
1825,1946,400282,271898
1826,1660,301466,563139
1827,3146,287223,291630
1828,3635,472884,150526
1829,3329,211174,151753
1830,4954,411416,569464
1831,3450,237980,426800
1832,2132,413599,435410
1833,1699,168447,214555
1834,3246,305599,212995
1835,4374,439252,364646
1836,3038,326301,228277
1837,3374,400477,252345
1838,3201,483363,508255
1839,1551,445173,215402
1840,4716,401841,597392
1841,1404,379778,404799
1842,1461,487664,535891
1843,3179,386705,322805
1844,3838,155063,164418
1845,1873,388065,404494
1846,1083,119340,449329
1847,2422,162781,191745
1848,3801,377045,374489
1849,3675,110638,334859
1850,4180,317986,492267
1851,1220,406468,333107
1852,4975,450500,499948
1853,3600,321668,595678
1854,2391,394786,580569
1855,4218,125378,523199
1856,1111,413011,269097
1857,1614,435830,198302
1858,2581,405019,272561
1859,3971,218171,358051
1860,4565,462205,565651
1861,4576,314801,207728
1862,1474,164377,510742
1863,3883,360339,413382
1864,2913,154691,361929
1865,1270,411207,493754
1866,3468,191782,294121
1867,2920,359896,207193
1868,3754,178343,316656
1869,2390,445215,478778
1870,4351,498708,164679
1871,4354,221399,446649
1872,1039,131357,463485
1873,2982,394458,200374
1874,3236,170283,459142
1875,4235,159567,336773
1876,1993,409150,325931
1877,3012,337778,539347
1878,4607,241758,183178
1879,3583,161606,570791
1880,4075,381035,562545
1881,4906,201732,384162
1882,1289,291791,519517
1883,3480,392021,365101
1884,3518,349465,368438
1885,4252,324589,254139
1886,4319,114026,250290
1887,3675,382566,321140
1888,1278,395625,208951
1889,3924,451324,499773
1890,1580,209384,394924
1891,1862,352771,578387
1892,1253,158031,289334
1893,1180,494962,586486
1894,4901,445271,301857
1895,1680,454398,582685
1896,1824,168232,480975
1897,4580,243084,493367
1898,4832,442368,195643
1899,1699,336503,348729
1900,3613,392104,153582
1901,2349,187695,262781
1902,2380,230066,573496
1903,4896,238982,399957
1904,2673,364837,585805
1905,3727,215313,254004
1906,3438,128810,190000
1907,2638,120092,252592
1908,2957,158105,151085
1909,4156,261577,558816
1910,4388,304300,510138
1911,1211,390699,342811
1912,2538,171934,355253
1913,1383,172788,529453
1914,2714,439401,519258
1915,1341,380083,584812
1916,2838,255223,482554
1917,2987,228068,333260
1918,1843,100036,438969
1919,4109,456092,291985
1920,2534,445851,362823
